VTX	 IDX	 gl_Position.x	 gl_Position.y	 gl_Position.z	 gl_Position.w
0	0	16.65259	-1.47187	5.30337	5.80179
1	1	17.70506	-5.33975	12.60503	13.10136
2	2	17.64447	-5.33366	12.60649	13.10282
3	3	16.65262	-1.48596	5.30296	5.80138
4	1	17.70506	-5.33975	12.60503	13.10136
5	0	16.65259	-1.47187	5.30337	5.80179
6	3	16.65262	-1.48596	5.30296	5.80138
7	4	16.65259	-1.47187	5.30337	5.80179
8	5	17.70506	-5.33975	12.60503	13.10136
9	5	17.70506	-5.33975	12.60503	13.10136
10	4	16.65259	-1.47187	5.30337	5.80179
11	6	17.76562	-5.33173	12.60397	13.10031
12	7	16.53764	-1.45962	5.30616	5.80458
13	8	16.65259	-1.47187	5.30337	5.80179
14	9	17.59133	-5.3137	12.60818	13.10452
15	9	17.59133	-5.3137	12.60818	13.10452
16	8	16.65259	-1.47187	5.30337	5.80179
17	10	17.64447	-5.33366	12.60649	13.10282
18	11	16.53764	-1.45962	5.30616	5.80458
19	12	17.59133	-5.3137	12.60818	13.10452
20	13	16.48845	-1.4195	5.30836	5.80678
21	13	16.48845	-1.4195	5.30836	5.80678
22	12	17.59133	-5.3137	12.60818	13.10452
23	14	17.54082	-5.2803	12.61021	13.10655
24	15	16.43927	-1.37939	5.31056	5.80898
25	16	16.48845	-1.4195	5.30836	5.80678
26	17	17.49416	-5.23444	12.61252	13.10886
27	17	17.49416	-5.23444	12.61252	13.10886
28	16	16.48845	-1.4195	5.30836	5.80678
29	18	17.54082	-5.2803	12.61021	13.10655
30	19	16.36109	-1.25323	5.31585	5.81427
31	20	16.40018	-1.31631	5.3132	5.81162
32	21	17.41694	-5.1098	12.61773	13.11407
33	21	17.41694	-5.1098	12.61773	13.11407
34	20	16.40018	-1.31631	5.3132	5.81162
35	22	17.45255	-5.17709	12.61505	13.11138
36	23	16.43927	-1.37939	5.31056	5.80898
37	24	17.49416	-5.23444	12.61252	13.10886
38	25	16.40018	-1.31631	5.3132	5.81162
39	25	16.40018	-1.31631	5.3132	5.81162
40	24	17.49416	-5.23444	12.61252	13.10886
41	26	17.45255	-5.17709	12.61505	13.11138
42	27	17.36723	-4.952	12.62332	13.11965
43	28	17.35435	-4.86539	12.62608	13.12241
44	29	16.31075	-1.09349	5.32152	5.81994
45	29	16.31075	-1.09349	5.32152	5.81994
46	28	17.35435	-4.86539	12.62608	13.12241
47	30	16.30196	-1.00465	5.32426	5.82268
48	31	16.29317	-0.91581	5.327	5.82542
49	32	16.30196	-1.00465	5.32426	5.82268
50	33	17.34988	-4.77648	12.62872	13.12506
51	33	17.34988	-4.77648	12.62872	13.12506
52	32	16.30196	-1.00465	5.32426	5.82268
53	34	17.35435	-4.86539	12.62608	13.12241
54	35	16.29317	-0.91581	5.327	5.82542
55	36	17.34988	-4.77648	12.62872	13.12506
56	37	16.30163	-0.82669	5.32939	5.82781
57	37	16.30163	-0.82669	5.32939	5.82781
58	36	17.34988	-4.77648	12.62872	13.12506
59	38	17.35403	-4.68742	12.63119	13.12752
60	39	16.31009	-0.73757	5.33178	5.83019
61	40	16.30163	-0.82669	5.32939	5.82781
62	41	17.3666	-4.60041	12.63342	13.12976
63	41	17.3666	-4.60041	12.63342	13.12976
64	40	16.30163	-0.82669	5.32939	5.82781
65	42	17.35403	-4.68742	12.63119	13.12752
66	43	16.31009	-0.73757	5.33178	5.83019
67	44	17.3666	-4.60041	12.63342	13.12976
68	45	16.33497	-0.6569	5.33357	5.83199
69	45	16.33497	-0.6569	5.33357	5.83199
70	44	17.3666	-4.60041	12.63342	13.12976
71	46	17.38737	-4.51764	12.63536	13.13169
72	47	16.35984	-0.57623	5.33537	5.83378
73	48	16.33497	-0.6569	5.33357	5.83199
74	49	17.41574	-4.44105	12.63696	13.13329
75	49	17.41574	-4.44105	12.63696	13.13329
76	48	16.33497	-0.6569	5.33357	5.83199
77	50	17.38737	-4.51764	12.63536	13.13169
78	51	16.35984	-0.57623	5.33537	5.83378
79	52	17.41574	-4.44105	12.63696	13.13329
80	53	16.3987	-0.51191	5.33639	5.83481
81	53	16.3987	-0.51191	5.33639	5.83481
82	52	17.41574	-4.44105	12.63696	13.13329
83	54	17.45111	-4.37265	12.63817	13.1345
84	55	16.43755	-0.44758	5.33742	5.83584
85	56	16.3987	-0.51191	5.33639	5.83481
86	57	17.49251	-4.31399	12.63898	13.13531
87	57	17.49251	-4.31399	12.63898	13.13531
88	56	16.3987	-0.51191	5.33639	5.83481
89	58	17.45111	-4.37265	12.63817	13.1345
90	59	16.43755	-0.44758	5.33742	5.83584
91	60	17.49251	-4.31399	12.63898	13.13531
92	61	16.48659	-0.4059	5.33758	5.836
93	61	16.48659	-0.4059	5.33758	5.836
94	60	17.49251	-4.31399	12.63898	13.13531
95	62	17.53901	-4.26665	12.63935	13.13568
96	63	16.53562	-0.36421	5.33774	5.83615
97	64	16.48659	-0.4059	5.33758	5.836
98	65	17.58939	-4.23166	12.63929	13.13562
99	65	17.58939	-4.23166	12.63929	13.13562
100	64	16.48659	-0.4059	5.33758	5.836
101	66	17.53901	-4.26665	12.63935	13.13568
102	67	16.53562	-0.36421	5.33774	5.83615
103	68	17.58939	-4.23166	12.63929	13.13562
104	69	16.65052	-0.34828	5.33576	5.83418
105	69	16.65052	-0.34828	5.33576	5.83418
106	68	17.58939	-4.23166	12.63929	13.13562
107	70	17.64246	-4.21002	12.63879	13.13511
108	71	16.6505	-0.33419	5.33617	5.83458
109	72	16.65052	-0.34828	5.33576	5.83418
110	73	17.70295	-4.20202	12.63773	13.13406
111	73	17.70295	-4.20202	12.63773	13.13406
112	72	16.65052	-0.34828	5.33576	5.83418
113	74	17.64246	-4.21002	12.63879	13.13511
114	71	16.6505	-0.33419	5.33617	5.83458
115	75	17.70295	-4.20202	12.63773	13.13406
116	76	16.65052	-0.34828	5.33576	5.83418
117	76	16.65052	-0.34828	5.33576	5.83418
118	75	17.70295	-4.20202	12.63773	13.13406
119	77	17.76347	-4.20809	12.63627	13.1326
120	78	17.65186	-5.45204	12.70109	13.1974
